1,1,8,14,11,17,10,17,10,1
2,7,8,15,13,15,10,11,17,1
3,1,8,11,10,10,17,17,11,1
4,3,8,11,17,10,11,16,11,1
5,3,8,10,13,12,12,15,17,0
6,1,8,12,13,18,16,10,12,1
7,7,8,8,15,15,14,10,14,0
8,4,8,14,12,19,17,14,12,1
9,5,8,14,13,16,12,13,13,1
10,1,8,14,14,10,10,15,16,1
11,3,8,14,14,10,10,15,16,1
1,6,9,13,13,16,11,11,13,1
2,3,9,13,16,9,15,11,15,0
3,2,9,10,10,19,15,14,12,1
4,5,9,13,17,17,12,15,12,1
5,1,9,10,17,14,10,13,15,0
6,1,9,11,16,14,14,13,11,1
7,3,9,11,17,9,17,14,14,0
8,5,9,10,17,14,14,13,10,0
9,1,9,18,13,12,13,12,13,1
10,2,9,16,10,15,11,13,9,1
11,5,9,13,10,16,10,16,12,1
1,6,10,19,13,13,8,12,8,1
2,3,10,13,16,9,14,11,12,0
3,2,10,12,11,16,13,14,9,1
4,5,10,14,13,14,10,14,15,1
5,3,10,11,12,14,11,12,14,0
6,1,10,14,15,12,15,13,12,1
7,7,10,12,12,13,14,13,14,1
8,4,10,9,11,14,14,11,12,0
9,1,10,10,10,13,12,20,15,1
10,2,10,12,13,14,10,17,10,1
11,7,10,13,15,17,11,16,16,1
1,1,11,19,11,12,17,13,13,1
2,1,11,10,10,12,11,10,17,0
3,1,11,18,15,10,13,11,16,1
4,5,11,10,18,17,14,13,16,1
5,3,11,15,14,11,11,11,17,1
6,1,11,18,10,14,14,12,14,1
7,7,11,14,12,10,12,14,14,1
8,3,11,10,15,11,14,11,16,0
9,1,11,14,14,16,15,12,14,1
10,6,11,14,12,10,14,10,8,1
11,3,11,13,17,12,13,10,14,1
1,5,12,17,14,10,17,12,10,1
2,7,12,10,18,12,14,11,15,0
3,1,12,11,12,13,11,13,12,1
4,1,12,11,15,10,13,15,15,1
5,3,12,10,20,15,12,11,18,1
6,5,12,12,19,11,15,10,12,1
7,1,12,17,12,10,16,14,13,1
8,1,12,14,16,13,17,12,10,0
9,3,12,10,21,13,11,10,10,1
10,1,12,10,15,18,10,10,17,1
11,1,12,11,15,12,13,12,15,1
1,1,13,10,10,17,13,14,11,1
2,3,13,11,12,13,13,10,19,0
3,1,13,15,10,16,10,16,19,1
4,2,13,10,13,15,12,17,8,1
5,3,13,12,18,12,10,11,17,1
6,6,13,13,10,12,13,8,8,1
7,3,13,11,19,8,10,10,14,1
8,1,13,10,16,11,16,12,13,0
9,1,13,10,13,13,12,11,9,1
10,1,13,18,10,12,10,14,10,1
11,1,13,17,17,11,11,10,16,1
1,1,14,16,14,15,13,11,15,1
2,7,14,13,20,11,12,11,14,0
3,1,14,13,18,15,13,13,13,1
4,1,14,11,14,14,14,16,15,1
5,3,14,13,13,13,12,12,17,0
6,1,14,14,14,13,10,12,10,1
7,1,14,11,12,10,20,15,13,0
8,3,14,14,12,13,16,13,12,1
9,1,14,16,14,10,13,11,10,1
10,1,14,12,13,16,16,11,14,1
11,3,14,10,22,9,15,11,11,1
1,1,15,16,14,16,13,10,15,1
2,1,15,12,11,16,12,10,14,0
3,3,15,13,14,12,13,17,13,1
4,1,15,10,10,10,16,17,16,1
5,3,15,13,13,8,14,14,16,0
6,6,15,19,16,21,9,11,9,1
7,7,15,10,12,13,16,13,10,0
8,3,15,15,16,12,16,18,13,1
9,6,15,15,16,10,9,15,9,1
10,1,15,10,16,11,11,14,11,1
11,3,15,16,17,11,12,14,16,1
1,1,16,13,12,22,13,11,14,1
2,3,16,12,15,14,13,16,16,1
3,2,16,10,15,13,10,15,11,1
4,3,16,10,18,11,13,20,10,1
5,3,16,12,15,10,12,12,17,1
6,6,16,16,11,13,8,16,9,1
7,7,16,9,20,10,12,14,14,1
8,4,16,8,14,13,20,16,12,0
9,3,16,14,19,14,16,16,12,1
10,1,16,16,13,17,11,12,16,1
11,3,16,11,16,13,17,17,11,1
1,6,17,15,17,13,14,17,9,1
2,5,17,16,15,14,17,11,20,1
3,1,17,15,17,18,10,17,10,1
4,1,17,14,16,15,11,18,13,1
5,3,17,14,18,11,16,10,18,1
6,6,17,13,19,10,9,15,8,1
7,7,17,13,17,10,11,10,12,1
8,1,17,13,17,11,18,7,12,1
9,1,17,11,16,11,11,16,15,1
10,1,17,17,13,14,13,17,11,1
11,3,17,14,18,8,10,10,12,1
1,1,18,13,17,15,14,12,10,1
2,5,18,15,11,13,10,12,20,1
3,1,18,13,10,10,13,18,13,1
4,3,18,10,19,13,14,17,11,1
5,3,18,11,16,10,17,10,18,1
6,1,18,14,11,15,14,13,11,1
7,7,18,12,19,15,14,11,17,1
8,1,18,14,19,13,17,12,10,1
9,3,18,14,18,13,10,18,17,1
10,1,18,18,10,14,17,14,13,1
11,1,18,16,14,13,10,17,14,1
1,6,19,18,11,15,10,10,13,1
2,7,19,12,20,17,12,15,18,1
3,1,19,10,11,12,15,18,14,1
4,1,19,15,14,14,15,19,14,1
5,3,19,11,17,16,14,15,11,1
6,6,19,21,16,11,15,11,15,1
7,7,19,10,22,11,12,11,15,1
8,1,19,16,18,10,11,20,10,1
9,1,19,10,14,10,11,17,14,1
10,1,19,16,10,13,12,17,11,1
11,3,19,19,17,9,14,11,17,1
1,6,20,22,11,15,8,12,10,1
2,3,20,10,18,12,16,16,16,0
3,1,20,17,12,13,11,18,11,1
4,1,20,14,10,17,11,16,16,1
5,3,20,12,18,16,15,11,20,1
6,6,20,19,11,13,12,13,15,1
7,7,20,10,21,11,14,10,15,1
8,1,20,11,20,11,20,18,18,1
9,3,20,13,16,10,13,20,16,1
10,1,20,18,14,12,11,14,12,1
11,3,20,10,19,12,10,13,13,1
