6,3,6,13,17,10,8,9,10,1
7,3,6,10,10,10,11,10,18,0
8,4,6,9,10,10,10,10,10,0
9,3,6,13,12,13,12,10,18,1
10,3,6,16,10,14,16,10,11,1
11,3,6,20,20,18,17,15,18,1
1,6,7,10,10,10,10,10,10,0
2,3,7,10,17,18,10,10,20,1
3,1,7,10,11,8,17,15,16,0
4,1,7,18,18,13,8,16,17,1
5,1,7,10,10,10,10,10,20,0
6,3,7,10,22,14,17,10,17,1
7,3,7,12,20,14,16,17,10,1
8,1,7,12,12,9,20,16,18,0
9,1,7,13,8,12,15,12,15,0
10,1,7,20,10,14,18,18,18,1
11,3,7,10,17,10,10,10,10,0
1,6,8,10,9,16,15,15,15,0
2,5,8,10,18,14,15,15,8,0
3,1,8,19,10,15,10,15,8,1
4,3,8,11,10,8,14,20,16,0
5,1,8,15,10,8,12,15,18,0
6,3,8,15,15,15,10,10,10,1
7,7,8,18,20,15,10,10,18,1
8,1,8,14,12,9,15,15,15,0
9,3,8,18,16,10,8,20,8,1
10,1,8,18,10,20,16,10,10,1
11,1,8,15,15,15,10,10,10,1
1,6,9,15,15,16,15,18,14,1
2,3,9,11,18,16,10,10,18,1
3,2,9,10,10,9,17,18,15,0
4,5,9,20,18,16,10,17,8,1
5,3,9,10,20,10,16,16,16,0
6,6,9,15,10,17,8,17,9,1
7,3,9,12,10,10,18,14,14,0
8,5,9,18,18,16,19,15,15,1
9,1,9,18,13,12,13,12,13,1
10,3,9,10,10,9,10,10,9,0
11,5,9,18,10,14,18,16,16,1
1,6,10,10,8,8,8,12,20,0
2,3,10,13,18,16,10,16,18,1
3,2,10,15,15,15,15,14,14,1
4,5,10,14,13,14,10,14,15,1
5,3,10,16,10,9,16,16,15,0
6,6,10,18,15,16,15,16,18,1
7,7,10,10,10,8,10,17,8,0
8,4,10,9,11,14,14,11,12,0
9,1,10,16,16,16,16,16,15,1
10,2,10,22,15,14,17,10,16,1
11,1,10,16,10,15,15,10,10,1
1,1,11,12,11,10,15,16,8,0
2,1,11,15,12,15,10,10,8,0
3,1,11,10,10,9,13,16,8,0
4,5,11,10,12,10,10,10,9,0
5,1,11,13,18,16,15,15,17,1
6,1,11,10,10,8,17,17,9,0
7,3,11,16,16,14,14,16,16,1
8,1,11,10,10,10,15,10,10,0
9,1,11,10,15,14,15,15,15,1
10,1,11,18,12,16,10,10,17,1
11,3,11,13,10,12,13,10,14,0
1,5,12,17,18,16,17,15,14,1
2,2,12,10,10,12,14,16,17,0
3,3,12,11,12,10,15,8,18,0
4,1,12,10,13,9,12,11,16,0
5,3,12,10,12,10,12,15,18,0
6,1,12,14,14,17,15,17,20,1
7,5,12,10,12,10,16,14,17,0
8,1,12,9,12,10,14,12,17,0
9,3,12,14,14,10,17,15,14,1
10,2,12,15,15,15,15,16,16,1
11,3,12,11,17,18,19,10,15,1
1,1,13,8,10,10,14,14,18,0
2,3,13,14,10,10,15,10,14,0
3,1,13,15,10,16,10,16,19,1
4,2,13,10,10,15,10,17,18,1
5,3,13,11,11,11,11,11,11,0
6,1,13,8,8,10,13,16,18,0
7,3,13,14,16,20,10,10,14,1
8,1,13,10,16,11,16,12,13,0
9,1,13,16,16,13,12,15,15,1
10,3,13,18,14,12,16,14,16,1
11,1,13,10,13,8,10,16,16,0
1,1,14,12,15,18,15,15,15,1
2,3,14,13,18,16,12,15,20,1
3,1,14,10,10,18,13,18,13,1
4,3,14,18,18,18,10,18,15,1
5,3,14,16,17,18,12,12,19,1
6,1,14,18,14,19,15,12,15,1
7,1,14,12,8,10,10,15,20,0
8,3,14,12,16,15,18,12,12,1
9,1,14,16,16,15,13,16,16,1
10,3,14,18,18,18,18,18,18,1
11,3,14,10,20,15,10,15,15,1
1,1,15,18,18,18,18,18,18,1
2,3,15,10,11,8,12,14,17,0
3,2,15,10,10,17,13,20,19,1
4,1,15,10,18,10,10,17,10,1
5,3,15,10,18,16,10,10,20,1
6,1,15,15,15,15,9,11,19,1
7,3,15,16,18,13,16,13,18,1
8,1,15,15,10,10,8,8,18,0
9,6,15,10,10,10,9,8,19,0
10,1,15,10,16,17,17,17,17,1
11,3,15,18,10,16,16,14,16,1
1,1,16,20,20,20,15,15,20,1
2,3,16,10,20,15,10,10,20,1
3,2,16,10,10,15,10,20,20,1
4,3,16,10,20,10,10,20,20,1
5,3,16,10,20,15,10,10,20,1
6,6,16,20,11,20,16,16,16,1
7,1,16,10,20,15,10,10,20,1
8,4,16,10,20,15,20,10,12,1
9,3,16,10,20,14,10,20,15,1
10,1,16,20,12,15,12,15,15,1
11,1,16,15,15,15,15,15,15,1
1,1,17,15,13,15,15,15,20,1
2,1,17,20,10,10,17,17,8,0
3,2,17,15,13,15,10,17,14,1
4,1,17,15,15,15,15,18,15,1
5,1,17,20,10,10,15,15,8,0
6,1,17,15,10,15,19,15,18,1
7,3,17,15,20,15,13,13,13,1
8,1,17,15,20,15,20,15,15,1
9,1,17,13,20,13,15,20,15,1
10,2,17,18,15,18,15,18,18,1
11,7,17,14,20,16,15,15,15,1
1,3,18,14,18,10,14,14,14,1
2,3,18,13,18,15,13,13,18,1
3,1,18,15,15,15,15,16,15,1
4,3,18,15,8,10,18,8,18,0
5,3,18,16,20,16,16,16,18,1
6,1,18,19,16,19,18,18,19,1
7,1,18,18,18,17,16,15,15,1
8,1,18,16,18,15,18,18,18,1
9,3,18,14,18,13,10,18,17,1
10,2,18,15,15,15,17,17,17,1
11,1,14,18,18,14,14,14,18,1
1,1,19,16,12,16,15,15,14,1
2,7,19,18,12,12,15,15,13,0
3,1,19,13,13,11,16,12,13,0
4,3,19,13,16,14,15,16,16,1
5,3,19,13,17,15,13,13,18,1
6,1,19,22,14,15,15,16,15,1
7,1,19,14,15,15,12,14,16,1
8,1,19,15,18,15,22,13,13,1
9,1,19,15,16,15,18,16,18,1
10,1,19,16,14,16,15,16,16,1
11,1,19,19,18,12,16,15,15,1
1,6,20,22,15,17,13,13,13,1
2,3,20,14,18,14,14,14,22,1
3,1,20,14,12,15,14,22,18,1
4,1,20,14,15,14,13,22,16,1
5,1,20,14,18,15,14,14,22,1
6,1,20,22,15,18,14,14,14,1
7,1,20,14,22,15,14,14,17,1
8,1,20,14,18,15,22,14,14,1
9,3,20,14,22,15,14,18,14,1
10,1,20,22,13,15,14,18,16,1
11,3,20,14,22,15,14,18,14,1
